Student_ID,Hours_Studied,Attendance_Pct,Past_Grade,Teacher_Notes,Handwritten_Grade_Label,Student_Category,Final_Score
1510,7.5,95.7,96.5,Shows excellent analytical thinking and outstanding performance this semester.,0,Average,89.5
1511,6.5,62.5,50.5,Frequently distracted during lectures but demonstrates great understanding of core concepts.,0,Average,65.5
1512,4.8,95.3,68.3,Consistently submits assignments on time.,9,Average,75.9
1513,9.4,77.9,45.5,Shows excellent analytical thinking but needs significant improvement in fundamentals.,1,Average,79.3
1514,8.8,80.4,77.5,Outstanding performance this semester and demonstrates great understanding of core concepts.,1,Average,85.9
1515,1.4,85.1,73.0,Needs significant improvement in fundamentals but active participant and eager to learn.,0,Average,56.7
1516,1.2,97.1,64.4,Needs significant improvement in fundamentals but active participant and eager to learn.,7,Dropout Risk,51.4
1517,4.4,60.8,71.3,Inconsistent attendance affecting performance.,5,Average,66.2
1518,8.3,79.1,93.8,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Top 5%,92.4
1519,9.9,87.5,51.8,Frequently distracted during lectures but shows excellent analytical thinking.,9,Average,76.7
1520,2.4,88.9,41.4,Consistently submits assignments on time but frequently distracted during lectures.,9,Dropout Risk,48.8
1521,6.3,87.7,91.7,Outstanding performance this semester and active participant and eager to learn.,8,Average,82.9
1522,4.4,65.4,74.6,Frequently distracted during lectures.,4,Average,57.5
1523,9.7,72.0,93.4,Shows excellent analytical thinking and outstanding performance this semester.,3,Average,88.9
1524,8.6,74.3,75.8,Outstanding performance this semester and demonstrates great understanding of core concepts.,5,Average,77.0
1525,8.5,92.2,88.6,Consistently submits assignments on time and shows excellent analytical thinking.,7,Average,90.9
1526,5.2,71.2,65.8,Shows excellent analytical thinking.,0,Average,62.2
1527,4.7,68.4,85.0,Outstanding performance this semester.,6,Average,63.0
1528,3.5,98.3,94.8,Highly engaged in class discussions and outstanding performance this semester.,7,Average,89.6
1529,1.5,60.4,74.3,Finds it difficult to keep up with the pace and needs significant improvement in fundamentals.,8,Average,59.4
1530,8.8,99.9,50.8,Frequently distracted during lectures but consistently submits assignments on time.,7,Average,77.2
1531,8.3,87.1,56.1,Shows excellent analytical thinking and consistently submits assignments on time.,6,Average,79.0
1532,10.0,93.1,51.9,Shows excellent analytical thinking but frequently distracted during lectures.,2,Average,85.8
1533,10.0,71.8,54.8,Frequently distracted during lectures but shows excellent analytical thinking.,1,Average,84.3
1534,6.0,60.6,58.4,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,2,Average,58.4
1535,7.9,89.5,73.3,Active participant and eager to learn and shows excellent analytical thinking.,3,Average,89.4
1536,9.5,93.4,75.3,Consistently submits assignments on time and demonstrates great understanding of core concepts.,3,Average,88.6
1537,8.6,89.6,65.6,Shows excellent analytical thinking and consistently submits assignments on time.,5,Average,76.7
1538,3.2,65.7,76.9,Outstanding performance this semester.,6,Average,65.4
1539,5.1,90.1,44.9,Needs significant improvement in fundamentals but shows excellent analytical thinking.,3,Average,69.1
1540,2.2,90.8,45.3,Active participant and eager to learn but needs significant improvement in fundamentals.,9,Average,65.8
1541,9.6,86.3,50.3,Needs significant improvement in fundamentals but shows excellent analytical thinking.,5,Average,73.6
1542,6.5,90.6,71.1,Shows excellent analytical thinking and consistently submits assignments on time.,8,Average,81.7
1543,3.1,93.8,52.8,Frequently distracted during lectures but highly engaged in class discussions.,5,Average,57.9
1544,7.0,84.5,57.0,Shows excellent analytical thinking and consistently submits assignments on time.,2,Average,76.7
1545,6.6,63.5,64.0,Demonstrates great understanding of core concepts but inconsistent attendance affecting performance.,0,Average,60.3
1546,4.2,79.5,88.7,Outstanding performance this semester.,9,Average,67.8
1547,2.0,63.1,40.8,Inconsistent attendance affecting performance and needs significant improvement in fundamentals.,9,Dropout Risk,38.5
1548,7.0,76.3,79.0,Outstanding performance this semester and demonstrates great understanding of core concepts.,4,Average,79.5
1549,5.7,76.3,80.1,Shows excellent analytical thinking and outstanding performance this semester.,9,Average,71.6
1550,8.0,62.6,87.9,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,9,Average,85.1
1551,5.7,74.0,96.0,Demonstrates great understanding of core concepts and outstanding performance this semester.,2,Average,85.6
1552,8.7,64.4,41.2,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,7,Average,69.2
1553,6.0,92.3,49.2,Frequently distracted during lectures but highly engaged in class discussions.,9,Average,76.4
1554,6.0,97.9,93.2,Consistently submits assignments on time and shows excellent analytical thinking.,0,Average,89.9
1555,8.9,62.9,67.5,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,1,Average,70.9
1556,4.6,98.2,73.9,Highly engaged in class discussions.,2,Average,82.0
1557,2.2,80.9,79.8,Outstanding performance this semester and consistently submits assignments on time.,2,Average,60.9
1558,1.3,72.0,80.7,Struggling with algebra concepts but outstanding performance this semester.,7,Average,62.9
1559,7.8,63.1,95.9,Inconsistent attendance affecting performance but outstanding performance this semester.,4,Top 5%,92.4
1560,6.6,80.0,99.8,Outstanding performance this semester and demonstrates great understanding of core concepts.,7,Average,89.3
1561,7.3,91.8,83.2,Demonstrates great understanding of core concepts and highly engaged in class discussions.,5,Average,79.0
1562,2.9,88.3,57.2,Highly engaged in class discussions.,1,Average,55.0
1563,2.2,62.0,92.8,Finds it difficult to keep up with the pace but outstanding performance this semester.,3,Average,70.1
1564,1.1,62.9,43.0,Frequently distracted during lectures and needs significant improvement in fundamentals.,8,Dropout Risk,39.2
1565,4.2,76.1,53.9,Needs significant improvement in fundamentals.,3,Average,59.3
1566,6.3,71.8,93.8,Shows excellent analytical thinking and outstanding performance this semester.,4,Average,85.0
1567,4.5,69.3,55.4,Needs significant improvement in fundamentals.,4,Average,62.3
1568,4.9,71.2,53.2,Needs significant improvement in fundamentals.,9,Average,61.3
1569,9.1,92.1,48.3,Shows excellent analytical thinking but needs significant improvement in fundamentals.,7,Average,77.9
1570,4.1,97.2,91.5,Outstanding performance this semester and highly engaged in class discussions.,5,Average,78.7
1571,5.6,76.2,70.0,Shows excellent analytical thinking.,9,Average,74.8
1572,8.1,96.2,80.5,Highly engaged in class discussions and outstanding performance this semester.,6,Top 5%,92.0
1573,4.6,72.9,54.3,Frequently distracted during lectures.,5,Average,58.3
1574,6.6,79.1,85.5,Outstanding performance this semester and demonstrates great understanding of core concepts.,4,Average,86.4
1575,8.8,69.0,85.6,Shows excellent analytical thinking and outstanding performance this semester.,4,Average,85.0
1576,9.5,85.6,58.8,Demonstrates great understanding of core concepts and active participant and eager to learn.,2,Average,78.3
1577,2.3,99.2,64.6,Highly engaged in class discussions.,6,Average,59.9
1578,9.3,84.1,52.6,Needs significant improvement in fundamentals but highly engaged in class discussions.,9,Average,74.1
1579,5.4,74.3,98.6,Demonstrates great understanding of core concepts and outstanding performance this semester.,4,Average,79.4
1580,3.3,85.9,78.7,Outstanding performance this semester and highly engaged in class discussions.,6,Average,75.1
1581,5.1,64.9,96.1,Shows excellent analytical thinking but inconsistent attendance affecting performance.,1,Average,71.8
1582,9.8,95.5,58.2,Demonstrates great understanding of core concepts and active participant and eager to learn.,8,Average,87.3
1583,5.4,80.1,86.9,Outstanding performance this semester and consistently submits assignments on time.,7,Average,74.5
1584,4.0,78.0,86.0,Outstanding performance this semester.,4,Average,70.3
1585,6.7,83.4,81.5,Outstanding performance this semester and demonstrates great understanding of core concepts.,1,Average,73.5
1586,3.2,85.0,97.9,Outstanding performance this semester and active participant and eager to learn.,5,Average,74.6
1587,1.7,62.9,63.6,Needs significant improvement in fundamentals and inconsistent attendance affecting performance.,7,Dropout Risk,49.2
1588,2.2,87.3,47.8,Needs significant improvement in fundamentals but consistently submits assignments on time.,6,Average,55.6
1589,2.2,69.7,80.3,Outstanding performance this semester.,7,Average,61.7
1590,2.4,88.6,83.8,Active participant and eager to learn and outstanding performance this semester.,3,Average,62.4
1591,2.2,92.9,74.5,Highly engaged in class discussions.,2,Average,71.0
1592,6.8,92.2,52.4,Active participant and eager to learn but needs significant improvement in fundamentals.,6,Average,73.4
1593,2.6,82.1,70.3,Consistently submits assignments on time.,1,Average,63.0
1594,4.1,80.8,58.7,Highly engaged in class discussions.,4,Average,62.1
1595,9.1,65.7,65.6,Shows excellent analytical thinking.,6,Average,75.1
1596,5.3,91.0,78.7,Consistently submits assignments on time and demonstrates great understanding of core concepts.,0,Average,78.3
1597,7.0,70.9,84.7,Outstanding performance this semester and demonstrates great understanding of core concepts.,3,Average,82.0
1598,2.6,79.9,53.9,Needs significant improvement in fundamentals.,1,Dropout Risk,45.7
1599,2.7,71.4,64.3,Frequently distracted during lectures but outstanding performance this semester.,5,Average,54.0
1600,1.4,65.4,56.1,Struggling with algebra concepts.,0,Dropout Risk,45.6
1601,2.5,85.2,51.9,Frequently distracted during lectures but consistently submits assignments on time.,6,Average,56.4
1602,3.5,62.2,87.0,Outstanding performance this semester but finds it difficult to keep up with the pace.,2,Average,71.7
1603,2.6,89.9,94.6,Outstanding performance this semester and active participant and eager to learn.,0,Average,70.0
1604,1.8,72.7,62.2,Struggling with algebra concepts.,7,Dropout Risk,50.5
1605,2.1,60.0,85.1,Inconsistent attendance affecting performance but outstanding performance this semester.,6,Average,56.8
1606,5.1,80.4,93.8,Demonstrates great understanding of core concepts and outstanding performance this semester.,1,Average,75.7
1607,2.9,61.9,90.8,Outstanding performance this semester but finds it difficult to keep up with the pace.,6,Average,63.1
1608,4.3,71.0,51.0,Frequently distracted during lectures.,2,Average,60.5
1609,5.5,88.3,97.4,Demonstrates great understanding of core concepts and outstanding performance this semester.,8,Average,79.5
1610,7.2,62.5,62.6,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,7,Average,71.2
1611,1.4,93.6,60.4,Struggling with algebra concepts but active participant and eager to learn.,4,Dropout Risk,48.4
1612,8.2,60.2,43.7,Finds it difficult to keep up with the pace but demonstrates great understanding of core concepts.,6,Average,61.4
1613,6.7,69.9,69.2,Demonstrates great understanding of core concepts.,2,Average,70.3
1614,1.7,89.6,46.5,Consistently submits assignments on time but struggling with algebra concepts.,0,Average,60.0
1615,8.9,72.7,54.9,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,0,Average,73.4
1616,9.3,64.1,59.0,Inconsistent attendance affecting performance but shows excellent analytical thinking.,1,Average,64.3
1617,1.5,74.4,88.5,Outstanding performance this semester but struggling with algebra concepts.,7,Dropout Risk,53.2
1618,3.5,70.8,92.5,Outstanding performance this semester.,0,Average,70.6
1619,8.3,93.7,58.1,Active participant and eager to learn and shows excellent analytical thinking.,4,Average,83.3
1620,7.7,72.5,91.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,8,Average,87.3
1621,2.7,91.6,91.4,Outstanding performance this semester and consistently submits assignments on time.,8,Average,74.2
1622,2.9,95.7,85.9,Consistently submits assignments on time and outstanding performance this semester.,1,Average,79.0
1623,4.3,77.4,48.8,Needs significant improvement in fundamentals.,6,Average,55.2
1624,5.4,96.4,81.4,Outstanding performance this semester and highly engaged in class discussions.,0,Average,84.7
1625,6.6,75.1,96.7,Outstanding performance this semester and shows excellent analytical thinking.,2,Average,76.0
1626,4.3,98.6,81.0,Active participant and eager to learn and outstanding performance this semester.,5,Average,72.5
1627,5.2,63.6,59.9,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,8,Dropout Risk,52.1
1628,7.7,87.5,70.0,Shows excellent analytical thinking and consistently submits assignments on time.,9,Average,79.9
1629,1.3,79.8,78.7,Struggling with algebra concepts but outstanding performance this semester.,1,Average,59.8
1630,3.3,75.5,70.6,Struggling with algebra concepts.,6,Average,62.9
1631,7.4,85.3,47.2,Highly engaged in class discussions but frequently distracted during lectures.,3,Average,70.8
1632,9.1,88.2,58.7,Shows excellent analytical thinking and consistently submits assignments on time.,1,Average,77.0
1633,5.6,60.2,88.1,Shows excellent analytical thinking but finds it difficult to keep up with the pace.,2,Average,72.0
1634,5.8,66.7,91.7,Outstanding performance this semester and demonstrates great understanding of core concepts.,5,Average,69.5
1635,2.0,88.5,48.2,Highly engaged in class discussions but struggling with algebra concepts.,9,Average,59.5
1636,5.0,86.7,97.1,Outstanding performance this semester and demonstrates great understanding of core concepts.,8,Average,80.9
1637,5.8,98.6,59.7,Active participant and eager to learn and demonstrates great understanding of core concepts.,7,Average,71.3
1638,3.2,90.4,79.7,Consistently submits assignments on time and outstanding performance this semester.,9,Average,78.1
1639,3.4,98.0,85.1,Active participant and eager to learn and outstanding performance this semester.,8,Average,69.2
1640,4.4,88.1,88.7,Highly engaged in class discussions and outstanding performance this semester.,3,Average,71.7
1641,1.2,71.9,96.7,Outstanding performance this semester but needs significant improvement in fundamentals.,3,Average,58.9
1642,3.9,64.2,58.8,Finds it difficult to keep up with the pace.,8,Average,56.1
1643,2.9,91.3,91.5,Outstanding performance this semester and highly engaged in class discussions.,7,Average,76.3
1644,3.9,85.8,47.9,Needs significant improvement in fundamentals but consistently submits assignments on time.,1,Average,62.4
1645,2.1,61.9,82.3,Inconsistent attendance affecting performance but outstanding performance this semester.,7,Average,71.6
1646,9.0,74.4,84.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,0,Average,76.4
1647,6.3,98.3,80.7,Active participant and eager to learn and demonstrates great understanding of core concepts.,8,Average,87.0
1648,7.1,80.0,55.1,Active participant and eager to learn and demonstrates great understanding of core concepts.,8,Average,68.2
1649,8.1,77.3,92.4,Outstanding performance this semester and demonstrates great understanding of core concepts.,7,Average,85.6
1650,5.5,78.3,50.1,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,4,Average,59.6
1651,1.8,68.4,43.2,Frequently distracted during lectures and needs significant improvement in fundamentals.,4,Dropout Risk,39.5
1652,5.8,74.7,83.0,Shows excellent analytical thinking and outstanding performance this semester.,2,Average,84.5
1653,6.3,74.8,68.5,Demonstrates great understanding of core concepts.,4,Average,76.0
1654,7.7,62.1,90.9,Shows excellent analytical thinking but inconsistent attendance affecting performance.,3,Average,82.1
1655,4.9,90.7,63.0,Consistently submits assignments on time.,0,Average,76.3
1656,2.1,76.7,50.1,Frequently distracted during lectures.,8,Dropout Risk,43.0
1657,3.6,92.9,90.2,Outstanding performance this semester and active participant and eager to learn.,9,Average,69.7
1658,4.3,94.0,72.9,Highly engaged in class discussions.,3,Average,61.4
1659,6.8,68.5,51.4,Frequently distracted during lectures but shows excellent analytical thinking.,2,Average,61.4
1660,6.1,86.3,83.2,Outstanding performance this semester and shows excellent analytical thinking.,5,Average,81.5
1661,4.2,78.9,70.7,Consistently submits assignments on time.,0,Average,67.2
1662,9.9,95.2,76.3,Shows excellent analytical thinking and active participant and eager to learn.,4,Top 5%,94.4
1663,6.5,68.6,67.7,Demonstrates great understanding of core concepts.,6,Average,63.2
1664,3.1,87.1,89.7,Outstanding performance this semester and highly engaged in class discussions.,1,Average,77.0
1665,1.9,84.3,89.8,Active participant and eager to learn but needs significant improvement in fundamentals.,9,Average,69.1
1666,2.4,71.8,82.6,Outstanding performance this semester.,8,Average,66.5
1667,3.2,65.5,46.3,Needs significant improvement in fundamentals.,5,Dropout Risk,40.0
1668,2.4,86.1,90.3,Consistently submits assignments on time and outstanding performance this semester.,1,Average,72.1
1669,2.7,89.5,80.3,Outstanding performance this semester and consistently submits assignments on time.,7,Average,62.4
1670,3.6,72.6,81.8,Outstanding performance this semester.,7,Average,65.0
1671,2.6,85.8,61.8,Active participant and eager to learn.,0,Average,62.1
1672,9.1,75.8,92.8,Demonstrates great understanding of core concepts and outstanding performance this semester.,0,Top 5%,92.0
1673,1.7,88.5,83.5,Needs significant improvement in fundamentals but active participant and eager to learn.,0,Average,61.7
1674,5.7,68.0,46.8,Demonstrates great understanding of core concepts but frequently distracted during lectures.,3,Average,59.1
1675,4.7,95.6,64.5,Active participant and eager to learn.,3,Average,63.2
1676,9.8,71.5,93.2,Outstanding performance this semester and shows excellent analytical thinking.,7,Top 5%,98.9
1677,2.0,74.7,42.8,Needs significant improvement in fundamentals.,0,Dropout Risk,45.5
1678,4.6,62.3,97.7,Outstanding performance this semester but finds it difficult to keep up with the pace.,9,Average,79.4
1679,9.7,64.5,80.7,Inconsistent attendance affecting performance but demonstrates great understanding of core concepts.,2,Average,83.0
1680,8.8,80.6,77.9,Highly engaged in class discussions and demonstrates great understanding of core concepts.,0,Average,83.5
1681,8.4,70.7,56.2,Demonstrates great understanding of core concepts.,8,Average,69.1
1682,3.3,93.4,54.9,Needs significant improvement in fundamentals but highly engaged in class discussions.,9,Average,66.0
1683,2.5,60.6,96.5,Outstanding performance this semester but finds it difficult to keep up with the pace.,8,Average,62.1
1684,7.0,75.2,57.9,Shows excellent analytical thinking.,6,Average,73.5
1685,9.4,73.5,86.5,Outstanding performance this semester and shows excellent analytical thinking.,7,Average,87.5
1686,6.0,60.8,63.6,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,0,Average,54.8
1687,6.1,65.0,48.4,Frequently distracted during lectures but demonstrates great understanding of core concepts.,4,Average,57.5
1688,3.5,76.5,40.6,Frequently distracted during lectures.,1,Dropout Risk,45.6
1689,7.9,79.7,72.7,Demonstrates great understanding of core concepts.,0,Average,80.9
1690,2.7,76.2,98.5,Outstanding performance this semester.,2,Average,65.7
1691,3.9,81.2,62.1,Active participant and eager to learn.,6,Average,67.6
1692,4.8,83.8,61.4,Consistently submits assignments on time.,0,Average,66.2
1693,5.6,60.4,60.6,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,1,Average,61.0
1694,3.2,78.6,71.2,Demonstrates great understanding of core concepts.,1,Average,66.5
1695,2.0,98.5,66.4,Consistently submits assignments on time.,3,Average,68.1
1696,6.5,80.8,92.8,Highly engaged in class discussions and outstanding performance this semester.,2,Average,84.0
1697,3.6,87.1,70.3,Active participant and eager to learn.,2,Average,63.0
1698,6.2,72.5,70.5,Shows excellent analytical thinking.,9,Average,62.9
1699,2.4,91.0,48.3,Consistently submits assignments on time but frequently distracted during lectures.,4,Dropout Risk,51.5
1700,5.3,90.9,99.0,Outstanding performance this semester and active participant and eager to learn.,2,Average,82.4
1701,5.8,80.9,55.0,Frequently distracted during lectures but consistently submits assignments on time.,6,Average,67.1
1702,1.5,99.0,44.4,Needs significant improvement in fundamentals but highly engaged in class discussions.,4,Dropout Risk,50.9
1703,4.0,65.0,79.8,Outstanding performance this semester.,3,Average,69.0
1704,2.2,60.7,75.7,Outstanding performance this semester but finds it difficult to keep up with the pace.,2,Dropout Risk,53.2
1705,1.6,90.8,64.9,Active participant and eager to learn but struggling with algebra concepts.,3,Average,58.4
1706,9.9,92.3,65.3,Consistently submits assignments on time and shows excellent analytical thinking.,1,Top 5%,94.4
1707,3.9,64.8,87.1,Inconsistent attendance affecting performance but outstanding performance this semester.,0,Average,69.6
1708,8.3,70.6,51.7,Frequently distracted during lectures but shows excellent analytical thinking.,2,Average,70.6
1709,3.3,60.7,89.2,Outstanding performance this semester but finds it difficult to keep up with the pace.,1,Average,62.4
1710,7.1,71.7,78.9,Outstanding performance this semester and shows excellent analytical thinking.,0,Average,74.9
1711,7.8,90.9,65.1,Demonstrates great understanding of core concepts and highly engaged in class discussions.,0,Average,76.5
1712,6.4,80.7,67.5,Demonstrates great understanding of core concepts and active participant and eager to learn.,1,Average,70.8
1713,5.2,73.9,55.4,Shows excellent analytical thinking.,8,Average,66.5
1714,4.7,74.9,85.1,Outstanding performance this semester.,4,Average,71.9
1715,4.1,60.1,70.8,Inconsistent attendance affecting performance.,8,Average,54.1
1716,9.4,72.0,59.3,Shows excellent analytical thinking.,7,Average,86.9
1717,8.5,85.9,75.8,Outstanding performance this semester and highly engaged in class discussions.,5,Average,87.3
1718,9.7,99.0,99.7,Demonstrates great understanding of core concepts and active participant and eager to learn.,0,Top 5%,96.5
1719,2.1,93.9,66.1,Highly engaged in class discussions.,9,Average,59.8
1720,7.6,60.9,95.2,Finds it difficult to keep up with the pace but outstanding performance this semester.,4,Average,83.5
1721,9.4,95.9,60.7,Consistently submits assignments on time and demonstrates great understanding of core concepts.,0,Top 5%,94.6
1722,2.6,91.3,43.3,Consistently submits assignments on time but needs significant improvement in fundamentals.,6,Dropout Risk,48.4
1723,1.6,91.2,52.3,Highly engaged in class discussions but needs significant improvement in fundamentals.,9,Average,58.7
1724,7.7,78.3,65.1,Shows excellent analytical thinking.,7,Average,83.4
1725,6.2,75.9,53.2,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,7,Average,62.5
1726,8.6,72.1,40.0,Shows excellent analytical thinking but frequently distracted during lectures.,6,Average,66.3
1727,2.3,62.6,94.9,Finds it difficult to keep up with the pace but outstanding performance this semester.,1,Average,59.5
1728,8.2,69.1,90.6,Demonstrates great understanding of core concepts and outstanding performance this semester.,4,Average,84.5
1729,2.8,69.9,84.5,Outstanding performance this semester.,3,Average,64.4
1730,2.5,79.4,50.1,Needs significant improvement in fundamentals.,4,Average,55.8
1731,2.5,89.9,47.2,Frequently distracted during lectures but highly engaged in class discussions.,9,Average,60.0
1732,8.3,79.0,44.1,Shows excellent analytical thinking but frequently distracted during lectures.,8,Average,66.7
1733,7.0,62.3,83.4,Finds it difficult to keep up with the pace but outstanding performance this semester.,3,Average,66.7
1734,5.7,98.3,95.7,Demonstrates great understanding of core concepts and consistently submits assignments on time.,7,Average,87.7
1735,4.2,97.7,65.8,Consistently submits assignments on time.,7,Average,71.9
1736,8.9,91.4,47.1,Consistently submits assignments on time but frequently distracted during lectures.,1,Average,78.7
1737,4.5,99.7,70.7,Active participant and eager to learn.,5,Average,72.4
1738,8.3,81.8,60.9,Demonstrates great understanding of core concepts and consistently submits assignments on time.,4,Average,78.8
1739,5.0,98.5,62.5,Consistently submits assignments on time.,1,Average,79.5
1740,4.4,63.0,77.3,Inconsistent attendance affecting performance but outstanding performance this semester.,9,Average,67.1
1741,5.2,74.6,83.1,Outstanding performance this semester and shows excellent analytical thinking.,3,Average,71.8
1742,3.7,69.0,46.6,Needs significant improvement in fundamentals.,6,Dropout Risk,49.9
1743,7.7,67.8,42.1,Shows excellent analytical thinking but frequently distracted during lectures.,0,Average,63.4
1744,5.5,65.6,99.7,Demonstrates great understanding of core concepts and outstanding performance this semester.,8,Average,87.1
1745,3.1,84.9,54.0,Consistently submits assignments on time but needs significant improvement in fundamentals.,9,Average,57.0
1746,9.1,91.3,43.2,Frequently distracted during lectures but demonstrates great understanding of core concepts.,0,Average,76.4
1747,4.5,83.1,51.4,Frequently distracted during lectures but highly engaged in class discussions.,4,Average,58.7
1748,5.9,65.9,42.3,Shows excellent analytical thinking but frequently distracted during lectures.,6,Average,62.8
1749,9.2,92.4,63.5,Active participant and eager to learn and demonstrates great understanding of core concepts.,7,Top 5%,95.0
1750,6.6,85.4,88.1,Outstanding performance this semester and demonstrates great understanding of core concepts.,1,Average,86.3
1751,2.1,75.5,60.5,Needs significant improvement in fundamentals.,3,Average,54.4
1752,9.5,87.0,66.7,Shows excellent analytical thinking and active participant and eager to learn.,1,Average,86.0
1753,6.6,70.4,80.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,3,Average,64.7
1754,4.0,73.8,70.5,Consistently submits assignments on time.,5,Average,68.1
1755,2.3,96.7,91.7,Outstanding performance this semester and consistently submits assignments on time.,5,Average,74.2
1756,8.1,71.6,92.0,Demonstrates great understanding of core concepts and outstanding performance this semester.,1,Average,88.9
1757,6.6,78.8,40.6,Demonstrates great understanding of core concepts but frequently distracted during lectures.,3,Average,59.4
1758,5.8,95.6,86.7,Outstanding performance this semester and active participant and eager to learn.,3,Average,81.7
1759,9.0,88.3,67.6,Highly engaged in class discussions and demonstrates great understanding of core concepts.,0,Average,83.2
1760,8.1,62.5,99.3,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,1,Top 5%,91.9
1761,2.4,65.9,69.0,Finds it difficult to keep up with the pace.,2,Dropout Risk,53.7
1762,3.8,60.3,99.2,Finds it difficult to keep up with the pace but outstanding performance this semester.,4,Average,81.5
1763,3.2,85.2,85.3,Outstanding performance this semester and consistently submits assignments on time.,7,Average,73.2
1764,7.7,77.9,54.9,Frequently distracted during lectures but demonstrates great understanding of core concepts.,5,Average,65.9
1765,1.3,65.4,72.3,Needs significant improvement in fundamentals.,2,Dropout Risk,52.4
1766,6.1,98.3,99.5,Consistently submits assignments on time and shows excellent analytical thinking.,5,Average,87.5
1767,7.9,81.2,91.5,Demonstrates great understanding of core concepts and highly engaged in class discussions.,6,Average,77.5
1768,8.9,69.7,45.8,Demonstrates great understanding of core concepts but frequently distracted during lectures.,5,Average,78.4
1769,4.1,80.0,82.4,Highly engaged in class discussions and outstanding performance this semester.,9,Average,74.8
1770,8.4,87.2,60.7,Consistently submits assignments on time and demonstrates great understanding of core concepts.,5,Average,82.5
1771,2.0,63.0,40.4,Inconsistent attendance affecting performance and struggling with algebra concepts.,0,Dropout Risk,42.9
1772,8.6,71.0,64.2,Shows excellent analytical thinking.,2,Average,70.2
1773,2.1,92.3,54.1,Active participant and eager to learn but frequently distracted during lectures.,6,Average,54.4
1774,4.6,78.4,89.1,Outstanding performance this semester.,3,Average,79.4
1775,8.2,81.9,60.2,Active participant and eager to learn and demonstrates great understanding of core concepts.,3,Average,72.0
1776,2.3,77.3,89.7,Outstanding performance this semester.,6,Average,54.6
1777,3.1,61.8,40.0,Finds it difficult to keep up with the pace and needs significant improvement in fundamentals.,8,Dropout Risk,44.1
1778,7.5,66.6,58.5,Shows excellent analytical thinking.,1,Average,68.9
1779,7.5,77.8,54.5,Shows excellent analytical thinking but frequently distracted during lectures.,8,Average,72.0
1780,6.8,68.4,54.0,Frequently distracted during lectures but demonstrates great understanding of core concepts.,2,Average,69.5
1781,7.2,62.0,44.1,Finds it difficult to keep up with the pace but shows excellent analytical thinking.,5,Average,64.8
1782,5.9,93.7,51.2,Consistently submits assignments on time but frequently distracted during lectures.,3,Average,70.5
1783,3.3,99.2,73.3,Highly engaged in class discussions.,0,Average,76.5
1784,4.1,91.7,57.5,Consistently submits assignments on time.,8,Average,57.3
1785,2.6,94.2,65.0,Consistently submits assignments on time.,5,Average,66.0
1786,9.2,69.7,62.6,Demonstrates great understanding of core concepts.,7,Average,81.2
1787,6.3,98.4,92.6,Highly engaged in class discussions and outstanding performance this semester.,1,Average,82.2
1788,4.6,67.9,94.3,Outstanding performance this semester.,6,Average,66.7
1789,5.2,98.1,69.6,Demonstrates great understanding of core concepts and highly engaged in class discussions.,5,Average,71.6
1790,9.5,99.8,59.8,Active participant and eager to learn and demonstrates great understanding of core concepts.,1,Average,83.9
1791,2.4,88.5,46.4,Frequently distracted during lectures but highly engaged in class discussions.,1,Average,57.2
1792,6.3,99.2,97.2,Consistently submits assignments on time and demonstrates great understanding of core concepts.,3,Average,87.5
1793,5.6,82.8,43.6,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,3,Average,57.4
1794,6.5,70.4,57.9,Demonstrates great understanding of core concepts.,2,Average,64.0
1795,1.2,77.5,57.9,Struggling with algebra concepts.,7,Average,56.1
1796,8.8,83.7,59.2,Demonstrates great understanding of core concepts and active participant and eager to learn.,6,Average,79.8
1797,9.4,62.9,49.9,Needs significant improvement in fundamentals but shows excellent analytical thinking.,1,Average,70.8
1798,6.1,84.9,87.0,Outstanding performance this semester and demonstrates great understanding of core concepts.,2,Average,81.0
1799,7.3,99.2,47.3,Needs significant improvement in fundamentals but highly engaged in class discussions.,9,Average,80.6
1800,9.3,67.6,78.1,Shows excellent analytical thinking and outstanding performance this semester.,8,Average,80.3
1801,7.4,91.7,47.4,Active participant and eager to learn but needs significant improvement in fundamentals.,4,Average,78.8
1802,2.4,96.3,44.2,Consistently submits assignments on time but frequently distracted during lectures.,1,Average,55.9
1803,6.2,97.7,94.6,Consistently submits assignments on time and outstanding performance this semester.,2,Average,88.0
1804,6.5,98.4,51.4,Needs significant improvement in fundamentals but consistently submits assignments on time.,7,Average,85.2
